A,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
Appropriately score and interpret data from cognitive and personality assessments and integrate these within client case formulations,17,74.42,50,6.2,25.77,17,41.18,52.94,35.29,5.88,0,0,0,0,0,0,5.88,0,11.76,0,0,17.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,5.88,0,0,0,0,5.88,0,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aquired the skills relevant to group work.,7,99,92.33,1,25.77,7,28.57,85.71,28.57,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.86,14.29,28.57,0,0,0,0,14.29,0,0,0,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0
argue about the role of resources in economic development,9,99,98.62,4.97,1,9,33.33,100,44.44,0,0,0,0,0,0,0,0,11.11,33.33,0,11.11,0,0,0,0,0,0,0,0,11.11,0,11.11,0,11.11,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,33.33,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
argue both the contributions and criticisms associated with globalisation,9,98.87,86.68,58.07,1,9,44.44,88.89,33.33,0,0,0,0,0,0,0,0,11.11,11.11,0,0,11.11,0,0,0,0,0,0,11.11,22.22,0,22.22,0,22.22,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,22.22,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argue for and against ethical concerns raised by current and future ART practices,13,97.95,50,63.54,1,13,38.46,76.92,38.46,0,0,0,0,0,0,0,0,0,23.08,0,0,15.38,0,7.69,0,0,0,0,0,7.69,0,7.69,0,7.69,0,7.69,0,0,0,0,7.69,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,7.69,0,7.69,0,0,0,0,15.38,7.69,15.38,0,0,15.38,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Argue for or against the contemporary development paradigm as we know it, with an appropriate degree of personal and socio-political reflection.",22,98.34,81.84,31.94,1,22,36.36,81.82,50,9.09,4.55,0,4.55,0,0,0,4.55,9.09,22.73,0,0,13.64,0,4.55,18.18,4.55,0,0,0,9.09,0,4.55,0,4.55,0,13.64,0,0,0,0,18.18,9.09,0,0,4.55,0,9.09,0,0,0,0,0,0,0,0,0,9.09,4.55,0,4.55,0,0,0,4.55,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,13.64,4.55,4.55,0,0,0,0,4.55,0,0,0,0
Argue the logic of your research process;,7,99,99,13.15,1,7,28.57,85.71,42.86,14.29,14.29,0,0,14.29,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,14.29,0,28.57,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0
Argue the relevance of ongoing self-reflection for the advancement of your psychotherapy practice throughout your career.,17,99,99,6.2,1,17,41.18,82.35,47.06,11.76,11.76,0,0,11.76,0,0,0,11.76,23.53,0,0,0,0,0,0,0,0,0,0,5.88,0,5.88,0,5.88,0,23.53,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,0,11.76,0,5.88,0,0,5.88,0,5.88,5.88,0,0,11.76,0,0,0,0,0,0,0,0,0,0,0,11.76,5.88,0,0,0,0,0,5.88,0,0,0,0
"Arrange appropriate environments and use strategies for sensitive and effective communication and interaction with others in clinical environments (patients and carers, peers and health care professionals)",26,74.94,64.99,38.39,89.84,26,46.15,84.62,34.62,3.85,0,0,0,0,0,0,3.85,0,11.54,0,0,19.23,0,7.69,7.69,0,0,0,0,3.85,3.85,0,0,0,0,7.69,0,0,0,0,11.54,3.85,7.69,0,0,0,3.85,0,0,0,0,7.69,0,7.69,0,0,11.54,7.69,3.85,0,0,0,0,7.69,0,11.54,0,11.54,0,3.85,0,0,0,0,0,0,0,0,0,0,0,11.54,0,3.85,0,0,0,0,0,0,0,7.69,0
"Arrange appropriate environments and use strategies for sensitive and effective communication and interaction with others in clinical environments (patients and carers, peers and health care professionals)Themeslabel Theme I",29,69.54,50,47.93,85.87,29,44.83,79.31,34.48,6.9,3.45,3.45,0,0,0,0,3.45,0,10.34,0,0,17.24,0,6.9,6.9,0,0,0,0,3.45,3.45,0,0,0,0,6.9,0,0,0,0,10.34,3.45,6.9,0,0,0,3.45,0,0,0,0,6.9,0,6.9,0,0,10.34,6.9,3.45,0,0,0,0,6.9,0,10.34,0,10.34,0,3.45,0,0,0,0,0,0,0,0,0,0,0,10.34,0,3.45,0,0,0,0,0,0,0,6.9,0
Articulate a coherent position about a current issue relating to freedom of expression,13,99,77.92,94.81,99,13,53.85,84.62,38.46,0,0,0,0,0,0,0,0,15.38,23.08,0,7.69,0,0,7.69,0,0,0,0,0,7.69,7.69,0,0,0,0,7.69,0,0,0,0,15.38,15.38,0,0,0,0,0,0,0,0,0,7.69,0,0,0,7.69,0,0,0,0,0,0,0,7.69,0,15.38,0,7.69,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"articulate a comprehensive and critical understanding of historical, contextual and political influences on leadership for social justice in educational settings",20,99,84.14,74.76,1,20,60,85,35,0,0,0,0,0,0,0,0,5,20,0,0,10,0,0,10,0,0,0,0,5,0,5,0,5,0,10,0,0,0,0,15,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,5,20,0,0,0,0,0,15,0,10,5,15,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0
Articulate a critical understanding of the sociological imagination or perspective on youth issues;,13,99,22.08,99,1,13,46.15,76.92,38.46,0,0,0,0,0,0,0,0,15.38,15.38,0,0,7.69,0,0,0,0,0,0,0,7.69,0,7.69,0,7.69,0,0,0,0,0,0,30.77,23.08,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,7.69,0,0,0,0,0,0,0
Articulate a framework of personal practice using critical reflection and research.,11,98.34,81.84,2.4,1,11,63.64,81.82,27.27,0,0,0,0,0,0,0,0,9.09,9.09,0,0,9.09,0,9.09,9.09,0,0,0,0,18.18,0,9.09,0,9.09,0,9.09,0,0,0,0,18.18,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,9.09,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0
articulate a good understanding of the sociological imagination or perspective,10,99,15.86,99,99,10,50,80,40,0,0,0,0,0,0,0,0,20,10,0,0,10,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,40,30,0,0,10,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Articulate a good understanding of the sociological imagination or perspective on youth issues;,13,99,22.08,99,99,13,38.46,76.92,38.46,0,0,0,0,0,0,0,0,15.38,15.38,0,0,7.69,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,30.77,23.08,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,7.69,0,0,0,7.69,0,0,0,0,15.38,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,7.69,0,0,0,0,0,0,0
Articulate a personal aesthetic that responds to contemporary discourse in design;,11,99,96.52,2.4,25.77,11,54.55,54.55,36.36,9.09,0,0,0,0,0,0,9.09,9.09,18.18,0,0,0,0,0,9.09,0,0,0,0,9.09,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,9.09,0,0,0,0,0,0,0
"Articulate a personal aesthetic, cultural and social position relative to it;",11,93.26,99,31.94,25.77,11,54.55,81.82,36.36,9.09,0,0,0,0,0,0,9.09,9.09,9.09,0,0,9.09,0,0,9.09,0,0,0,0,9.09,0,0,0,0,0,27.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,18.18,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,9.09,0,9.09,0,0,0,0,0,0,0
Articulate a personal philosophy of learner-centred education,8,99,89.42,74.76,25.77,8,75,75,25,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,12.5,0,0,0,0,12.5,0,0,0,0,0,12.5,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,12.5,0,12.5,0,25,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,0,0
Articulate a personal philosophy of music education;,7,99,92.33,1,25.77,7,57.14,71.43,28.57,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,14.29,0,0,0,0,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0
articulate a professional code of ethics pertaining to educational leadership,10,99,84.14,1,25.77,10,50,60,30,0,0,0,0,0,0,0,0,10,20,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Articulate a reflective understanding of their experience and assumptions with respect to health and the practice of care.,18,99,71.09,23.51,99,18,38.89,94.44,50,5.56,5.56,0,0,0,0,5.56,0,11.11,22.22,0,0,11.11,0,5.56,0,0,0,0,0,11.11,11.11,0,0,0,0,5.56,0,0,0,0,16.67,16.67,0,0,5.56,0,0,5.56,0,0,0,5.56,0,5.56,0,0,11.11,0,5.56,5.56,0,0,0,11.11,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0
Articulate a scientific question from the review of literature;,9,99,86.68,4.97,25.77,9,44.44,77.78,44.44,0,0,0,0,0,0,0,0,22.22,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,11.11,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,11.11,0,0,0,0,0,0,0
Articulate a scientific question from the review of literature.,9,99,86.68,4.97,25.77,9,44.44,77.78,44.44,0,0,0,0,0,0,0,0,22.22,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,11.11,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0
articulate a socio-critical perspective of Health and Physical Education (HPE) as a curriculum area,15,99,50,10.08,1,15,40,80,33.33,0,0,0,0,0,0,0,0,13.33,13.33,0,0,13.33,0,0,13.33,6.67,0,0,0,6.67,0,6.67,0,6.67,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,13.33,0,13.33,0,0,6.67,0,0,6.67,0,0,0,0,0,6.67,0,6.67,0,13.33,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,6.67,0,0,13.33,0
"Articulate an advanced understanding of the roles of literature, film, arts and other media in shaping dominant modes of remembering conflict;",21,99,50,89.63,1,21,38.1,76.19,38.1,4.76,0,0,0,0,0,0,4.76,9.52,19.05,0,0,4.76,0,9.52,0,0,0,0,0,4.76,0,4.76,0,4.76,0,4.76,0,0,0,0,14.29,9.52,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,9.52,0,9.52,4.76,4.76,0,4.76,0,0,14.29,4.76,9.52,0,0,9.52,0,0,0,0,0,0,0,0,0,0,14.29,0,9.52,0,4.76,0,0,0,0,0,0,0
articulate an answer to an inquiry question that is based on the literature review,14,99,92.33,89.63,25.77,14,28.57,85.71,50,7.14,0,0,0,0,0,0,7.14,21.43,14.29,7.14,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,28.57,21.43,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
articulate an answer to the inquiry question grounded in the review,11,99,96.52,99,25.77,11,36.36,90.91,45.45,0,0,0,0,0,0,0,0,27.27,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,27.27,27.27,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,18.18,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
articulate an answer to your inquiry question that is based on this review.,13,82.82,99,94.81,25.77,13,23.08,92.31,53.85,23.08,7.69,0,0,7.69,0,0,15.38,7.69,15.38,7.69,0,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,23.08,0,0,0,0,30.77,23.08,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,7.69,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0
Articulate an informed position in relation to key issues in communication design discourse;,13,99,93.79,99,25.77,13,46.15,61.54,30.77,0,0,0,0,0,0,0,0,7.69,23.08,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,15.38,0,0,0,0,15.38,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,15.38,0,0,0,0,7.69,0,0,23.08,0,23.08,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,7.69,0,0,0,0,0,0,0
Articulate an informed rationale for each communication design solution;,9,99,98.62,98.01,25.77,9,55.56,77.78,22.22,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,11.11,0,0,0,0,11.11,0,0,0,0,0,0,22.22,0,0,0,0,33.33,33.33,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,11.11,11.11,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,11.11,0,0,0,0,0,0,0
Articulate and advise on risks and opportunities involved in entrepreneurship from the initial concept through development to commercialisation.,18,99,86.68,23.51,25.77,18,50,88.89,44.44,0,0,0,0,0,0,0,0,5.56,27.78,0,0,11.11,0,0,0,0,0,0,0,11.11,5.56,5.56,5.56,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,5.56,0,5.56,5.56,0,0,0,16.67,0,11.11,5.56,22.22,0,0,0,0,0,0,0,0,0,0,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0
Articulate and apply an advanced understanding of theories of Global Communications with reference to national and international economy and politics;,20,98.58,69.14,93.3,25.77,20,50,90,40,0,0,0,0,0,0,0,0,5,20,0,0,15,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,15,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,15,5,5,5,5,0,0,0,0,20,5,15,0,10,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0
"Articulate and apply principles of international criminal law; and, in terms of those principles, critically evaluate the doctrines and processes of international criminal justice as they have developed historically.",29,89.42,63.49,26.55,25.77,29,48.28,72.41,41.38,6.9,3.45,0,0,0,0,3.45,3.45,3.45,17.24,3.45,0,13.79,0,3.45,3.45,3.45,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,3.45,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.79,0,0,13.79,0,0,0,3.45,0,13.79,0,10.34,3.45,6.9,0,0,0,0,0,0,0,0,0,0,0,13.79,3.45,6.9,0,3.45,0,0,0,0,0,0,0
"Articulate and apply principles of international criminal law; and, in terms of those principles, critically evaluate the doctrines and processes of international criminal law as they have developed historically.",29,89.42,63.49,26.55,25.77,29,44.83,72.41,41.38,6.9,3.45,0,0,0,0,3.45,3.45,3.45,17.24,3.45,0,13.79,0,3.45,3.45,3.45,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,3.45,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.79,0,0,13.79,0,0,0,3.45,0,13.79,0,10.34,3.45,10.34,0,0,0,0,0,0,0,0,0,0,0,13.79,3.45,6.9,0,3.45,0,0,0,0,0,0,0
articulate and apply strategies to engage with parents and carers to support approaches to inclusive health and physical education delivery,20,96.79,84.14,3.37,99,20,45,80,35,0,0,0,0,0,0,0,0,0,20,0,0,15,0,5,5,0,0,0,0,10,10,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,20,5,5,5,5,0,0,5,0,10,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
articulate and apply the concept of design in the process of creating texts.,13,99,50,1.4,99,13,30.77,53.85,46.15,0,0,0,0,0,0,0,0,15.38,23.08,0,0,7.69,0,7.69,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,7.69,0,0,0,0,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0
"Articulate and apply the fundamental principles of negligence law, false imprisonment, trespass to land and nuisance, including defences and remedies",20,96.79,50,1,1,20,50,55,35,0,0,0,0,0,0,0,0,5,15,0,0,15,0,0,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0
Articulate and apply the international law of the sea as a body of rules to legal problems;,17,99,50,1,1,17,17.65,82.35,47.06,0,0,0,0,0,0,0,0,17.65,23.53,0,0,11.76,0,0,5.88,5.88,0,0,0,5.88,0,5.88,0,0,0,0,0,0,0,0,5.88,0,0,5.88,0,0,0,0,0,0,0,5.88,5.88,0,0,0,17.65,0,0,11.76,0,5.88,0,0,0,5.88,0,5.88,0,11.76,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,5.88,0,0,0,0,0,0,0
articulate and apply theoretical frameworks in the analysis of cultural texts;,11,99,81.84,31.94,25.77,11,45.45,63.64,36.36,0,0,0,0,0,0,0,0,9.09,18.18,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,18.18,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,9.09,0,0,0,0,0,0,0
articulate and apply your understanding of a constructivist perspective of learning in biology,13,99,93.79,94.81,25.77,13,46.15,76.92,46.15,7.69,7.69,0,0,7.69,0,0,0,7.69,23.08,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,23.08,23.08,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,7.69,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
articulate and apply your understanding of a constructivist perspective of learning in physics,13,99,93.79,94.81,25.77,13,46.15,76.92,46.15,7.69,7.69,0,0,7.69,0,0,0,7.69,23.08,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,23.08,23.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,7.69,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Articulate and communicate complex knowledge and ideas;,7,29.3,92.33,99,25.77,7,57.14,85.71,28.57,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,14.29,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,42.86,42.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0
"Articulate and contrast contemporary developmental lifespan concepts, theories and research",10,52.71,50,1,25.77,10,80,50,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0
"Articulate and contrast contemporary developmental lifespan concepts, theories and research;",10,52.71,50,1,25.77,10,80,50,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,10,0,0,0,0,0,0,0
"Articulate and critically analyse the diverse cultural, philosophical, political and legal origins of human rights",15,93.26,90.87,1,25.77,15,53.33,66.67,26.67,0,0,0,0,0,0,0,0,6.67,6.67,0,0,13.33,0,0,6.67,0,0,0,0,0,0,0,0,0,0,13.33,0,0,0,0,13.33,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,13.33,0,13.33,0,0,0,0,0,0,0,0,0
"Articulate and critically analyse the key doctrines of equity, their relationship to common law, their development in Australia, and their theoretical underpinnings, with reference to international and comparative perspectives;",29,93.26,91.6,26.55,25.77,29,44.83,75.86,41.38,10.34,10.34,0,0,0,0,10.34,0,3.45,17.24,0,0,10.34,0,0,6.9,3.45,0,0,0,0,0,0,0,0,0,13.79,0,0,0,0,10.34,6.9,0,0,3.45,0,0,0,0,0,0,0,0,0,0,0,6.9,3.45,0,3.45,0,0,0,0,0,10.34,0,6.9,0,10.34,0,0,3.45,0,0,0,0,0,0,0,0,17.24,0,13.79,0,3.45,0,0,0,0,0,0,0
articulate and critically analyse the reasons why global commercial regulation produces different regulatory outcomes across Asia,16,93.26,26.6,95.6,25.77,16,62.5,81.25,25,0,0,0,0,0,0,0,0,6.25,6.25,0,6.25,6.25,0,0,6.25,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,12.5,25,0,0,0,6.25,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,12.5,0,12.5,0,31.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Articulate and critically compare aspects of Asian law and legal institutions with Australian counterparts;,14,93.26,50,1,25.77,14,50,57.14,28.57,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,21.43,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,7.14,0,0,0,0,0,0,0
Articulate and critically examine contemporary issues relating to the Australian constitutional system;,12,98.14,50,23.51,25.77,12,58.33,41.67,25,0,0,0,0,0,0,0,0,8.33,8.33,0,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,8.33,0,0,0,0,0,0,0
Articulate and critically examine the fundamental policy issues in this area.,11,93.26,50,85.21,25.77,11,36.36,72.73,36.36,9.09,0,0,0,0,0,0,9.09,9.09,9.09,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,9.09,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,18.18,0,18.18,0,9.09,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0
"Articulate and critically examine the purposes and scope of the fundamental constitutional rules that govern the relationships between Parliament, the executive and the judiciary",24,99,66.17,1,25.77,24,45.83,79.17,45.83,4.17,0,0,0,0,0,0,4.17,20.83,8.33,0,0,12.5,0,0,4.17,0,0,0,0,0,0,0,0,0,0,4.17,0,0,0,0,12.5,4.17,4.17,0,0,4.17,0,0,0,0,0,0,0,0,0,0,25,4.17,4.17,16.67,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,4.17,0,4.17,0,0,0,0,0,0,0,0,0
"Articulate and critically examine the purposes and scope of the fundamental constitutional rules that govern the relationships between Parliament, the executive and the judiciary;",24,99,66.17,1,25.77,24,45.83,79.17,45.83,4.17,0,0,0,0,0,0,4.17,20.83,8.33,0,0,12.5,0,0,4.17,0,0,0,0,0,0,0,0,0,0,4.17,0,0,0,0,12.5,4.17,4.17,0,0,4.17,0,0,0,0,0,0,0,0,0,0,25,4.17,4.17,16.67,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,8.33,0,4.17,0,4.17,0,0,0,0,0,0,0
